name,date,time,timestamp"0","1. Embedded Technology: Cultural Sector","2018-03-07","00:00","1520380800000"
"1558","Draft Business Contract Terms (Assignment of Receivables)  Regulations 2018","2018-09-10","16:30","1536597000000"
"1559","Draft Cambridgeshire and Peterborough Combined Authority (Business Rate Supplements Function)","2018-07-10","08:55","1531212900000"
"1560","Draft Cambridgeshire and Peterborough Combined Authority (Business Rate Supplements Function) Order 2018","2018-07-10","08:55","1531212900000"
"1561","Draft Cash Ratio Deposits (Value Bands and Ratios) Order 2018","2018-05-15","08:55","1526374500000"
"1562","Draft Central Counterparties (amendment, etc., and Transitional Provision) (EU Exit) Regulations 2018","2018-11-05","16:30","1541435400000"
"1563","Draft Charitable Incorporated Organisations (Consequential Amendments) Order 2017","2017-11-23","11:30","1511436600000"
"1564","Draft Child Safeguarding Practice Review and Relevant Agency (England) Regulations 2018","2018-05-08","16:30","1525797000000"
"1565","Draft Child Support (Miscellaneous Amendments) Regulations 2018","2018-11-12","16:30","1542040200000"
"1566","Draft Civil Aviation (Insurance) (Amendment) (EU Exit) Regulations 2018","2018-10-17","14:30","1539786600000"
"1567","Draft Code of Practice for Civil Registration Officials Disclosing Information under Section 19AA of the Registration Service Act 1953","2018-06-26","14:34","1530023640000"
"1568","Draft Combined Authorities (Borrowing) Regulations 2018","2018-04-23","18:00","1524506400000"
"1569","Draft Community Drivers’ Hours Offences (Enforcement) regulations 2017","2017-11-27","16:30","1511800200000"
"1570","Draft Community Infrastructure Levy (Amendment) Regulations 2018","2018-01-24","14:30","1516804200000"
"1571","Draft Companies (Directors' Report) and Limited Liability Partnerships (Energy and Carbon Report) Regulations 2018","2018-10-25","11:30","1540467000000"
"1572","Draft Companies (Disclosure of Address) (Amendment) Regulations 2018","2018-03-29","11:30","1522323000000"
"1573","Draft Companies (Miscellaneous Reporting) Regulations 2018","2018-07-04","14:30","1530714600000"
"1574","Draft Contracts for Difference (Miscellaneous Amendments) Regulations 2018","2018-07-11","14:30","1531319400000"
"1575","Draft Crime and Courts Act 2013  (Commencement No. 18) Order 2018","2018-04-25","14:30","1524666600000"
"1576","Draft Crime and Courts Act 2013 (Deferred Prosecution Agreements) (Amendment of Specified Offences) Order 2018","2018-04-24","14:30","1524580200000"
"1577","Draft Criminal Justice (Scotland) Act 2016 (Consequential Provisions) Order 2017","2017-12-05","14:30","1512484200000"
"1578","Draft Criminal Justice and Police Act 2001 (Powers of Seizure) Order 2018","2018-03-20","14:30","1521556200000"
"1579","Draft Data Protection (Charges and Information) Regulations 2018","2018-03-26","16:30","1522081800000"
"1580","Draft Data Retention and Acquistion Regulations 2018","2018-10-15","16:30","1539621000000"
"1581","Draft Department For Transport (Fees) (Amendment) (EU Exit) Regulations 2018","2018-10-22","16:30","1540225800000"
"1582","Draft Designs (International Registration of Industrial Designs) Order 2017","2017-12-20","14:30","1513780200000"
"1583","Draft Drug Dealing Telecommunications Restriction Orders Regulations 2017","2017-11-21","14:30","1511274600000"
"1584","Draft EEA Passport Rights (amendment, Etc., and Transitional Provisions) (EU Exit) Regulations 2018","2018-10-24","14:30","1540391400000"
"1585","Draft Electricity and Gas (Energy Company Obligation) Order 2018","2018-10-22","16:30","1540225800000"
"1586","Draft Electricity and Gas (Powers to Make Subordinate Legislation) (Amendment) (EU Exit) Regulations 2018","2018-11-01","11:30","1541071800000"
"1587","Draft Electricity Capacity (Amendment) Regulations 2017","2017-10-19","11:30","1508412600000"
"1588","draft Electricity Supplier Obligations (amendment and excluded electricity) (amendment) regulations 2017","2017-10-16","16:30","1508171400000"
"1589","Draft Electricity Supplier Payments (Amendment) Regulations 2018","2018-03-19","18:00","1521482400000"
"1590","Draft Electronic Commerce Directive  (Miscellaneous Provisions) Regulations 2018","2018-03-06","08:55","1520326500000"
"1591","Draft Employment Rights Act 1996  (NHS Recruitment-Protected Disclosure) Regulations 2018","2018-04-25","08:55","1524646500000"
"1592","Draft Employment Rights Act 1996 (Itemised Pay Statement) (Amendment)  (No. 2) Order 2018","2018-03-14","08:58","1521017880000"
"1593","Draft Enactment of Extra-Statutory Concessions Order 2018","2018-02-22","11:30","1519299000000"
"1594","Draft Enhanced Partnership Plans And Schemes (Objections) Regulations 2018","2018-03-07","14:30","1520433000000"
"1595","Draft Enterprise Act 2002 (Share Of Supply Test) (Amendment) Order 2018","2018-05-02","14:30","1525271400000"
"1596","Draft Environmental Permitting (England and Wales) (Amendment) Regulations 2018","2018-01-22","18:00","1516644000000"
"1597","Draft Environmental Protection (Microbeads) (England) Regulations 2017","2017-12-18","16:30","1513614600000"
"1598","Draft EU-Canada Trade  Agreement Order","2018-06-26","12:56","1530017760000"
"1599","Draft European Organization for Astronomical Research in the Southern Hemisphere and the European Space Agency (Immunities and Privileges) (Amendment) Order 2018","2018-05-14","16:30","1526315400000"
"1600","Draft European Union  (Definition  of Treaties) (Work in Fishing  Convention) Order 2018","2018-03-28","08:55","1522227300000"
"1601","Draft European Union (Withdrawal)  Act 2018 (Consequential Amendments) Regulations 2018","2018-10-25","11:30","1540467000000"
"1602","Draft Finance Act 2003, Part 3 (Amendment) Order 2018","2018-03-26","16:30","1522081800000"
"1603","Draft Financial Assistance Scheme (Increased Cap for Long Service) Regulations 2018","2018-01-30","14:30","1517322600000"
"1604","Draft Financial Regulators' Powers (Technical Standards Etc.)  (Amendment Etc.) (EU Exit)  Regulations 2018","2018-10-10","14:30","1539181800000"
"1605","Draft Financial Services and  Markets Act 2000 (Claims Management Activity) Order 2018","2018-11-19","16:30","1542645000000"
"1606","Draft Financial Services And Markets Act 2000 (Carrying On Regulated Activities By Way Of Business) (Amendment) Order 2018","2018-03-07","14:30","1520433000000"
"1607","Draft Financial Services and Markets Act 2000 (Ring-fenced Bodies and Core Activities) (Amendment) Order 2018","2018-07-16","16:30","1531758600000"
"1608","Draft First-tier Tribunal and Upper Tribunal (Composition of Tribunal) (amendment) order 2018","2018-04-26","11:30","1524742200000"
"1609","Draft Freedom of Information (Designation as Public Authority and Amendment) Order 2018","2018-10-30","14:30","1540909800000"
"1610","Draft Further Education Bodies (Insolvency) Regulations 2018","2018-10-31","14:30","1540996200000"
"1611","Draft Gambling Act 2005 (Amendment of Schedule 6) Order 2018","2018-01-29","18:00","1517248800000"
"1612","Draft Gambling Act 2005 (Operating Licence Conditions) (Amendment) Regulations 2018","2018-03-20","08:55","1521536100000"
"1613","Draft Government Resources and Accounts Act 2000 (Audit of Public Bodies) Order 2017","2017-12-12","14:30","1513089000000"
"1614","Draft Greater Manchester Combined Authority (Amendment) Order 2018","2018-03-19","16:30","1521477000000"
"1615","Draft Greater Manchester Combined Authority (Public Health Functions) Order 2017","2017-11-20","18:00","1511200800000"
"1616","Draft Help-to-Save Accounts Regulations 2018","2018-01-22","16:30","1516638600000"
"1617","Draft Higher Education (Access and Participation Plans) (England) Regulations 2018","2018-01-11","11:30","1515670200000"
"1618","Draft Higher Education (Fee Limits and Fee Limit Condition) (England) Regulations 2018","2018-07-16","16:30","1531758600000"
"1619","DRAFT HIGHER EDUCATION (TRANSPARENCY CONDITION AND FINANCIAL SUPPORT) (ENGLAND) REGULATIONS 2018","2018-10-23","08:55","1540284900000"
"1620","Draft Housing and Planning Act 2016 (Banning Order Offences) Regulations 2017","2018-01-09","14:30","1515508200000"
"1621","Draft Human Fertilisation and Embryology Act 2008 (Remedial) Order","2018-07-24","00:00","1532390400000"
"1622","Draft Immigration (Health Charge) (Amendment) Order 2018","2018-11-13","14:30","1542119400000"
"1623","Draft Immigration (Provision of  Physical Data) (Amendment) (EU Exit) Regulations 2018","2018-07-16","16:30","1531758600000"
"1624","Draft Immigration and Nationality (Fees) (Amendment) Order 2018","2018-02-05","16:30","1517848200000"
"1625","Draft Industrial Training Levy (Construction Industry Training Board) Order 2018","2018-02-26","18:00","1519668000000"
"1626","Draft Infrastructure Planning  (Water Resources) (England)  Order 2018","2018-11-20","14:30","1542724200000"
"1627","Draft Insolvency of Registered Providers of Social Housing  Regulations 2018","2018-03-21","14:30","1521642600000"
"1628","Draft International Fund for Agricultural Development (Eleventh Replenishment) Order 2018","2018-07-17","08:55","1531817700000"
"1629","Draft International Headquarters and Defence Organisations (Designation and Privileges) Order 2017","2017-11-20","16:30","1511195400000"
"1630","Draft Investigatory Powers  Tribunal Rules 2018","2018-11-20","14:30","1542724200000"
"1631","Draft Investigatory Powers (Codes of Practice and miscellaneous amendments) order 2018","2018-07-16","18:00","1531764000000"
"1632","Draft Land Registry Trading Fund (Extension and Amendment) Order 2018","2018-03-19","16:30","1521477000000"
"1633","Draft Licensing Act 2003 (Royal Wedding Licensing Hours) Order 2018","2018-04-30","18:00","1525111200000"
"1634","Draft Licensing Of Houses In Multiple Occupation (Mandatory Conditions Of Licences) (England) Regulations 2018","2018-04-23","16:30","1524501000000"
"1635","Draft Littering from Vehicles Outside London (Keepers: Civil Penalties) Regulations 2018","2018-01-31","08:55","1517388900000"
"1636","Draft Liverpool City Region Combined Authority (Business Rate Supplements Functions) Order 2018","2018-07-16","18:00","1531764000000"
"1637","Draft Mandatory Use Of Closed Circuit Television In Slaughterhouses (England) Regulations 2018","2018-04-30","18:00","1525111200000"
"1638","Draft Medicines and Healthcare Products Regulatory Agency Trading Fund (Amendment) (EU Exit) Order 2018","2018-10-11","11:30","1539257400000"
"1639","Draft Merchant Shipping (Monitoring, Reporting and Verification of Carbon Dioxide Emissions) (Amendment)  (EU Exit) Regulations 2018","2018-10-17","08:55","1539766500000"
"1640","Draft Misuse of Drugs Act 1971 (Amendment) (No. 2) Order 2017","2017-10-23","16:30","1508776200000"
"1641","Draft Misuse of Drugs Act 1971 (Amendment) Order 2018","2018-11-12","18:00","1542045600000"
"1642","Draft National Minimum Wage (Amendment) Regulations 2018","2018-03-21","14:30","1521642600000"
"1643","Draft New Towns Act 1981 (Local Authority Oversight) Regulations 2018","2018-07-16","16:30","1531758600000"
"1644","Draft Newcastle Upon Tyne, North Tyneside and Northumberland  Combined Authority (Establishment  and Functions) Order 2018","2018-10-22","18:00","1540231200000"
"1645","Draft Non-Domestic Rating  (Alteration of Lists and Appeals) (England)(Amendment)  (Regulations) 2018","2018-03-13","08:55","1520931300000"
"1646","Draft Non-Domestic Rating  (Alteration of Lists and Appeals) (England)(Amendment)  Regulations 2018","2018-03-13","08:55","1520931300000"
"1647","Draft Non-Domestic Rating (Rates Retention and Levy and Safety Net) (Amendment) Regulations 2018","2018-03-20","14:30","1521556200000"
"1648","Draft Nursing and Midwifery (Amendment) Order 2018","2018-06-20","14:30","1529505000000"
"1649","Draft Occupational Pension Schemes (Master Trusts) Regulations 2018","2018-07-10","14:30","1531233000000"
"1650","Draft Official Statistics Order 2018","2018-06-19","14:30","1529418600000"
"1651","Draft Offshore Combustion Installations (Pollution Prevention And Control) (Amendment) Regulations 2018","2018-05-22","14:31","1526999460000"
"1652","Draft Offshore Environmental Civil Sanctions Regulations 2018","2018-05-15","14:30","1526394600000"
"1653","draft Oil and Gas Authority (Offshore Petroleum) (disclosure of protected material after specified period) regulations 2018","2018-07-17","14:30","1531837800000"
"1654","Draft Operation of Air Services (Amendment etc.) (EU Exit) Regulations 2018","2018-11-19","16:30","1542645000000"
"1655","Draft Package Travel and linked travel arrangements regulations 2018","2018-05-14","16:30","1526315400000"
"1656","Draft Parliamentary Buildings (Restoration and Renewal) Bill","2018-10-18","00:00","1539820800000"
"1657","Draft Passport (Fees) Regulations 2018","2018-02-28","14:30","1519828200000"
"1658","Draft Pension Schemes Act 2015 (Transitional  Provisions and Appropriate Independent Advice) (Amendment No. 2) Regulations 2017","2017-11-29","08:55","1511945700000"
"1659","Draft Pharmacy (Preparation and Dispensing Errors - Registered Pharmacies) Order 2018","2017-12-04","16:30","1512405000000"
"1660","Draft Police and Criminal Evidence Act 1984 (Codes of Practice) (Revision of Codes C, E, F, and H) Order 2018","2018-06-18","16:30","1529339400000"
"1661","Draft Police Powers of Designated  Civilian Staff and Volunteers  (Excluded Powers and Duties of Constables) Regulations 2018","2018-03-19","16:30","1521477000000"
"1662","Draft Policing and Crime Act 2017 (Consequential Amendments) Regulations 2018","2018-02-06","14:30","1517927400000"
"1663","Draft Policing and Crime Act 2017 (Maritime Enforcement Powers: Code of Practice) Regulations 2017","2018-01-10","08:55","1515574500000"
"1664","Draft Regulation of Social Housing (Influence of Local Authorities) (England) Regulations 2017","2017-11-06","16:30","1509985800000"
"1665","Draft Regulatory Reform (Fire Safety) (Custodial Premises) Subordinate Provisions Order 2018","2018-03-26","18:00","1522087200000"
"1666","Draft Renewable Transport Fuels and Greenhouse Gas Emissions Regulations 2018","2018-02-26","16:30","1519662600000"
"1667","Draft Renewables Obligation (Amendment) (Energy Intensive Industries) Order 2017","2017-11-23","11:30","1511436600000"
"1668","Draft Renewables Obligation (Amendment) Order 2018","2018-07-02","18:00","1530554400000"
"1669","Draft Representation of the People (England and Wales) (Amendment) Regulations 2018","2018-02-07","16:00","1518019200000"
"1670","Draft Representation of the People (Northern Ireland) (Amendment) Regulations 2018","2018-02-07","08:55","1517993700000"
"1671","Draft Representation of the People (Scotland) (Amendment) regulations 2018","2018-02-07","14:30","1518013800000"
"1672","Draft Restriction on the Preparation of Adoption Reports (Amendment) Regulations 2018","2018-05-16","08:55","1526460900000"
"1673","Draft Road Safety (Financial Penalty Deposit) (Appropriate Amount) (Amendment) Order 2018","2018-11-12","18:00","1542045600000"
"1674","Draft Scotland Act 1998 (Insolvency Functions) Order 2017","2017-12-04","18:00","1512410400000"
"1675","draft Scotland Act 1998 (Specification of Devolved Tax) (Wild fisheries) Order 2017","2017-12-12","14:30","1513089000000"
"1676","Draft Scotland Act 2016 (Onshore Petroleum) (Consequential Amendments) Regulations 2017","2017-11-28","14:30","1511879400000"
"1677","Draft Scotland Act 2016 and Wales Act 2017 (Onshore Petroleum) (Consequential Amendments) Regulations 2018","2018-06-04","18:00","1528135200000"
"1678","Draft Scottish Banknote (Designation of Authorised Bank) Regulations 2017","2017-12-05","14:30","1512484200000"
"1679","Draft Scottish Rates of Income Tax (Consequential Amendments) Order 2018","2018-03-26","18:00","1522087200000"
"1680","Draft Seafarers (Insolvency, Collective Redundancies and Information and Consultation Miscellaneous Amendments) Regulations 2018","2018-02-06","08:55","1517907300000"
"1681","Draft Selection of the President of Welsh Tribunals Regulations 2017","2017-11-28","14:30","1511879400000"
"1682","Draft Short Selling (Amendment)  (EU Exit) Regulations 2018","2018-11-21","08:55","1542790500000"
"1683","Draft Single Source Contract (Amendment) Regulations 2018","2018-07-17","14:30","1531837800000"
"1684","Draft Small Business Commissioner (Scope and Scheme) regulations 2017","2017-11-21","14:30","1511274600000"
"1685","Draft Small Business, Enterprise and Employment Act 2015 (Consequential Amendments, Savings and Transitional Provisions) Regulations 2017","2018-02-05","16:30","1517848200000"
"1686","Draft Social Workers Regulations 2018","2018-07-02","18:00","1530554400000"
"1687","Draft Soft Drinks Industry Levy (Enforcement) regulations 2018","2018-02-07","14:30","1518013800000"
"1688","Draft Special Immigration Appeals Commission (Procedure) (Amendment) Rules 2018","2018-05-10","11:30","1525951800000"
"1689","Draft Sub-national Transport Body (Transport for the North)  Regulations 2017","2018-01-10","08:55","1515574500000"
"1690","Draft Tax Collection and Management (Wales) Act 2016 and the Land Transaction Tax and Anti-Avoidance of Devolved Taxes (Wales) Act 2017 (Consequential Amendments) Order 2018","2018-11-14","14:30","1542205800000"
"1691","Draft Textile Products (Amendment)  (EU Exit) Regulations 2018","2018-11-19","16:30","1542645000000"
"1692","Draft Third Parties (Rights Against Insurers) Act 2010 (Consequential Amendment of Companies Act 2006) Regulations 2018","2018-10-11","11:30","1539257400000"
"1693","Draft Timeshare, Holiday Products, Resale and Exchange Contracts (Amendment etc.) (EU Exit)  Regulations 2018","2018-11-21","14:30","1542810600000"
"1694","draft Town and Country Planning (Fees for Applications, deemed applications, requests and site visits) (england) (amendment) regulations 2017","2017-12-13","14:30","1513175400000"
"1695","Draft Transfer of Responsibility for Relevant Children (Extension to Wales, Scotland and Northern Ireland) Regulations 2017","2018-01-23","14:30","1516717800000"
"1696","Draft Transparency of Donations and Loans etc. (Northern Ireland political parties) order 2018","2017-12-19","14:30","1513693800000"
"1697","Draft Transport Levying Bodies (Amendment) Regulations 2018","2018-04-24","14:30","1524580200000"
"1698","Draft Unified Patent Court (Immunities and Privileges) Order 2017","2017-11-29","14:30","1511965800000"
"1699","Draft Warm Home Discount (Miscellaneous Amendments) Regulations 2018","2018-07-09","16:30","1531153800000"
"1700","Draft Waste Enforcement (England and Wales) Regulations 2018","2018-02-28","08:55","1519808100000"
"1701","Draft Welsh Ministers (Transfer Of Functions) (Railways) Order 2018","2018-04-23","16:30","1524501000000"
"1702","Draft Welsh Ministers (Transfer Of Functions) Order 2018","2018-05-08","16:30","1525797000000"
"1703","Draft West Midlands Combined Authority (Business Rate Supplements Functions and Amendment) Order 2018","2018-07-03","14:30","1530628200000"
"1704","Draft West Of England Combined Authority (Business Rate Supplements Functions) Order 2018","2018-07-09","16:30","1531153800000"
"1705","Draft Works Detrimental To Navigation (Powers and Duties of Inspectors) Regulations 2018","2018-02-27","14:30","1519741800000"
"1706","Dreadnought Submarines","2017-07-10","00:00","1499644800000"
"1707","Drinking Water Directive","2018-03-26","16:30","1522081800000"
"1708","Driving Offences: Private Land","2017-07-13","16:44","1499964240000"
"1709","Driving Tests","2017-11-30","00:00","1512000000000"
"1710","Drones","2017-09-05","00:00","1504569600000"
"1711","Drones","2018-01-23","00:00","1516665600000"
"1712","Drones over Prisons","2018-07-10","00:00","1531180800000"
"1713","Drones Update","2017-11-27","00:00","1511740800000"
"1714","Drones: Prisons","2017-10-31","00:00","1509408000000"
"1715","Drones: Risk to Aviation","2017-07-18","11:00","1500375600000"
"1716","Drug Addiction","2017-11-22","14:30","1511361000000"
"1717","Drug Consumption Rooms","2018-01-17","16:29","1516206540000"
"1718","Drug Trafficking Gangs: Prosecution Rates","2018-02-08","00:00","1518048000000"
"1719","Drug Trafficking: County Lines","2018-10-17","19:04","1539803040000"
"1720","Drug Treatment Services","2017-10-10","00:00","1507593600000"
"1721","Drug-related Harm","2018-07-24","00:00","1532390400000"
"1722","Drugs Policy","2017-07-18","13:17","1500383820000"
"1723","Drugs Policy","2018-06-27","00:00","1530057600000"
"1724","Drugs Policy","2018-10-23","14:30","1540305000000"
"1725","Drumchapel Post Office","2017-10-16","00:00","1508112000000"
"1726","Dualling of the A45: Stanwick to Thrapston","2018-04-19","00:00","1524096000000"
"1727","Dublin III Regulation","2017-09-07","00:00","1504742400000"
"1728","Dubs Scheme","2017-11-20","00:00","1511136000000"
"1729","Dulwich Hamlet Football Club","2018-03-16","14:34","1521210840000"
"1730","Durham Tees Valley Airport","2017-11-22","11:00","1511348400000"
"1731","Duties of Customs","2017-11-20","17:19","1511198340000"
"1732","DWP Estates","2017-07-05","00:00","1499212800000"
"1733","DWP Offices Closures: Merthyr Tydfil","2018-05-09","16:15","1525882500000"
"1734","e-Cigarettes","2018-09-06","00:00","1536192000000"
"1735","E10 Fuel","2018-07-05","00:00","1530748800000"
"1736","Early Recovery Assistance: Overseas Territories","2018-05-21","00:00","1526860800000"
"1737","Early Years Intervention","2018-11-15","00:00","1542240000000"
"1738","Early years provision","2017-11-02","16:59","1509641940000"
"1739","East Africa: Trading Opportunities","2018-07-04","00:00","1530662400000"
"1740","East Coast Main Line","2018-05-16","12:58","1526475480000"
"1741","East Coast Main Line Investment","2018-10-17","14:30","1539786600000"
"1742","East Coast Main Line Route Study","2018-11-22","00:00","1542844800000"
"1743","East End Jobcentre Closures","2018-03-13","00:00","1520899200000"
"1744","East Midlands Ambulance Service","2018-02-21","16:44","1519231440000"
"1745","East Midlands Invitation to Tender","2018-06-07","00:00","1528329600000"
"1746","East Midlands Trains: Sheffield to London","2018-10-11","00:00","1539216000000"
"1747","East of England Ambulance Service NHS Trust","2018-02-02","14:31","1517581860000"
"1748","Easter Adjournment","2018-03-29","15:29","1522337340000"
"1749","Eating Disorders","2018-10-16","09:30","1539682200000"
"1750","Eating Disorders Awareness Week","2018-02-27","19:09","1519758540000"
"1751","Ebola Outbreak in the DRC","2018-10-10","00:00","1539129600000"
"1752","Ebola Response Update","2018-11-20","13:30","1542720600000"
"1753","Ebola: Democratic Republic of the Congo","2018-09-13","00:00","1536796800000"
"1754","ECOFIN","2017-07-18","00:00","1500336000000"
"1755","ECOFIN","2017-11-07","00:00","1510012800000"
"1756","ECOFIN","2017-12-01","00:00","1512086400000"
"1757","ECOFIN","2017-12-18","00:00","1513555200000"
"1758","ECOFIN","2018-02-20","00:00","1519084800000"
"1759","ECOFIN","2018-03-12","00:00","1520812800000"
"1760","ECOFIN","2018-03-19","00:00","1521417600000"
"1761","ECOFIN","2018-04-27","00:00","1524787200000"
"1762","ECOFIN","2018-05-24","00:00","1527120000000"
"1763","ECOFIN","2018-07-03","00:00","1530576000000"
"1764","ECOFIN","2018-07-12","00:00","1531353600000"
"1765","ECOFIN","2018-10-11","00:00","1539216000000"
"1766","ECOFIN","2018-11-06","00:00","1541462400000"
"1767","ECOFIN","2018-11-14","00:00","1542153600000"
"1768","ECOFIN and Informal ECOFIN","2017-10-10","00:00","1507593600000"
"1769","ECOFIN: 10 October 2017","2017-10-24","00:00","1508803200000"
"1770","ECOFIN: 11 July 2017","2017-07-11","00:00","1499731200000"
"1771","ECOFIN: 13 July","2018-07-24","00:00","1532390400000"
"1772","ECOFIN: 16 June 2017","2017-06-26","00:00","1498435200000"
"1773","ECOFIN: 20 February 2018","2018-03-06","00:00","1520294400000"
"1774","ECOFIN: 22 June 2018","2018-06-21","00:00","1529539200000"
"1775","ECOFIN: 23 January 2018","2018-01-22","00:00","1516579200000"
"1776","ECOFIN: 23 January 2018","2018-02-07","00:00","1517961600000"
"1777","ECOFIN: 23 May 2017","2017-06-26","00:00","1498435200000"
"1778","ECOFIN: 25 May 2018","2018-06-11","00:00","1528675200000"
"1779","ECOFIN: 27-28 April 2018","2018-05-08","00:00","1525737600000"
"1780","ECOFIN: 5 December 2017","2017-12-04","00:00","1512345600000"
"1781","Economic and Fiscal Outlook","2018-04-30","20:51","1525121460000"
"1782","Economic and Social Rights","2018-07-19","00:00","1531958400000"
"1783","Economic Crime","2018-09-06","00:00","1536192000000"
"1784","Economic Crime and Anti-corruption","2017-12-11","00:00","1512950400000"
"1785","Economic Development","2017-06-28","00:00","1498608000000"
"1786","Economic Development in Africa and South Asia","2017-10-16","00:00","1508112000000"
"1787","Economic Development: Cross-border Co-operation","2018-01-24","00:00","1516752000000"
"1788","Economic Effect","2017-12-14","00:00","1513209600000"
"1789","Economic Effects: Customs Union","2017-12-14","00:00","1513209600000"
"1790","Economic Growth","2017-07-18","00:00","1500336000000"
"1791","Economic Growth","2018-05-22","00:00","1526947200000"
"1792","Economic Growth and Emissions","2018-06-12","00:00","1528761600000"
"1793","Economic Growth and Emissions","2018-10-16","00:00","1539648000000"
"1794","Economic Growth: Car Industry","2018-07-03","00:00","1530576000000"
"1795","Economic Growth: East of England","2018-10-10","16:30","1539189000000"
"1796","Economic Justice Commission","2018-09-11","16:30","1536683400000"
"1797","Economic Opportunities: South Wales and the South-west","2017-09-06","00:00","1504656000000"
"1798","Economic Partnership Agreements","2017-11-23","00:00","1511395200000"
"1799","Economies of the UK Islands","2018-05-09","09:30","1525858200000"
"1800","Economy and Jobs","2017-06-29","12:46","1498740360000"
"1801","Edinburgh Airport: Flight Paths","2018-10-29","21:53","1540849980000"
"1802","Edinburgh and South East Scotland City Region Deal","2017-07-20","00:00","1500508800000"
"1803","Education (Student Support)","2018-05-09","19:00","1525892400000"
"1804","Education","2017-12-18","00:00","1513555200000"
"1805","Education","2018-01-15","00:00","1515974400000"
"1806","Education","2018-01-30","00:00","1517270400000"
"1807","Education","2018-02-20","00:00","1519084800000"
"1808","Education","2018-03-05","00:00","1520208000000"
"1809","Education","2018-03-21","00:00","1521590400000"
"1810","Education","2018-04-18","00:00","1524009600000"
"1811","Education","2018-05-22","00:00","1526947200000"
"1812","Education","2018-06-19","00:00","1529366400000"
"1813","Education","2018-10-16","00:00","1539648000000"
"1814","Education","2018-11-15","00:00","1542240000000"
"1815","Education and Local Services","2017-06-27","13:26","1498569960000"
"1816","Education and Training: Access","2017-09-11","00:00","1505088000000"
"1817","Education Committee","2018-01-11","00:00","1515628800000"
"1818","Education Committee","2018-03-29","12:45","1522327500000"
"1819","Education Committee","2018-09-06","12:49","1536238140000"
"1820","Education Exports","2018-03-29","00:00","1522281600000"
"1821","Education Funding (South Liverpool)","2017-10-10","16:31","1507653060000"
"1822","Education Funding","2018-11-12","00:00","1541980800000"
"1823","Education Funding","2018-11-13","16:02","1542124920000"
"1824","Education Funding: Wirral","2017-10-31","17:36","1509471360000"
"1825","Education Investment","2018-01-16","00:00","1516060800000"
"1826","Education Settings","2018-06-25","00:00","1529884800000"
"1827","Education Spending","2017-11-06","00:00","1509926400000"
"1828","Education Support Fund","2018-07-24","00:00","1532390400000"
"1829","Education, Youth Culture and Sport Council","2018-06-11","00:00","1528675200000"
"1830","Education, Youth, Culture and Sport Council","2017-07-18","00:00","1500336000000"
"1831","Education, Youth, Culture and Sport Council","2017-11-16","00:00","1510790400000"
"1832","Education, Youth, Culture and Sport Council","2017-11-28","00:00","1511827200000"
"1833","Education, Youth, Culture and Sport Council","2018-05-21","00:00","1526860800000"
"1834","Educational Outcomes","2018-03-16","00:00","1521158400000"
"1835","Education: Public Funding","2017-07-04","12:37","1499171820000"
"1836","Efficiency Savings","2017-11-06","00:00","1509926400000"
"1837","Egypt: Attacks on Religious Communities","2017-12-07","00:00","1512604800000"
"1838","Eider Duck: Marine Conservation Zones","2018-02-23","14:35","1519396500000"
"1839","Elder Abuse","2018-10-23","19:26","1540322760000"
"1840","Election Expenses and Political Donations","2017-07-20","00:00","1500508800000"
"1841","Election Expenses: Northern Ireland","2018-04-26","00:00","1524700800000"
"1842","Election of Speaker","2017-06-13","14:48","1497365280000"
"1843","Electoral Commission","2017-12-19","00:00","1513641600000"
"1844","Electoral Commission","2018-01-23","18:21","1516731660000"
"1845","Electoral Commission","2018-03-27","14:30","1522161000000"
"1846","Electoral Commission","2018-11-20","14:30","1542724200000"
"1847","Electoral Commission Investigation: Vote Leave","2018-07-17","12:37","1531831020000"
"1848","Electoral Commission Report on May 2016 Polls: Government Response","2017-07-17","00:00","1500249600000"
"1849","Electoral Fraud","2017-07-05","00:00","1499212800000"
"1850","Electoral Fraud","2017-10-11","00:00","1507680000000"
"1851","Electoral Fraud","2017-11-22","00:00","1511308800000"
"1852","Electoral Fraud","2018-03-28","00:00","1522195200000"
"1853","Electoral Integrity","2018-07-19","00:00","1531958400000"
"1854","Electoral Registration","2017-10-11","00:00","1507680000000"
"1855","Electoral Registration Process","2018-01-10","00:00","1515542400000"
"1856","Electoral Registration: Disabled People","2018-01-10","00:00","1515542400000"
"1857","Electoral Regulations (Compliance)","2017-07-20","00:00","1500508800000"
"1858","Electoral Returning Officers","2017-10-26","00:00","1508976000000"
"1859","Electoral System: Overseas Interference","2018-11-14","00:00","1542153600000"
"1860","Electric and Autonomous Vehicles","2017-09-12","00:00","1505174400000"
"1861","Electric and Autonomous Vehicles","2017-11-07","00:00","1510012800000"
"1862","Electric and Autonomous Vehicles","2017-12-12","00:00","1513036800000"
"1863","Electric and Autonomous Vehicles","2018-03-13","00:00","1520899200000"
"1864","Electric Cars","2017-06-27","00:00","1498521600000"
"1865","Electric Dog Collars","2018-03-14","11:00","1521025200000"
"1866","Electric Vehicle Charge Points","2018-01-30","00:00","1517270400000"
"1867","Electric Vehicle Charge Points","2018-03-13","00:00","1520899200000"
"1868","Electric Vehicle Infrastructure","2018-10-11","00:00","1539216000000"
